scenario,value,ablation,seed,user_num,load_scale,bw_scale,f_scale,tmax_scale,p_c6_viol,p_c7_viol,p_c8_viol,mean_overflow_prob,mean_m1_excess_cond,mean_m2_excess_cond,mean_offload_ratio,action_0_ratio,action_1_ratio,action_2_ratio,action_3_ratio,action_4_ratio,action_5_ratio,action_6_ratio,action_7_ratio,total_energy,avg_energy_per_slot_user,lyap_constraint_weight,lyap_energy_weight,lyap_constraint_scale,lyap_energy_scale,wolf_epsilon,episodes,warmup_ratio
load_scale,1.0,-Priority,2,15,1.0,1.0,1.0,1.0,0.26666666666666666,0.0,0.0,0.11066666666666668,893957.7097731099,5360368145142.191,0.15066666666666648,0.7417777777777778,0.04133333333333333,0.03288888888888889,0.03333333333333333,0.03422222222222222,0.05511111111111111,0.027555555555555555,0.033777777777777775,2.9864222962423206,0.0013272987983299202,20.0,1.0,1e+24,1e+25,0.1,300,0.5
load_scale,1.0,Random,1,15,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6,0.6457777777777778,10689407.42543404,199339826133466.8,0.5035555555555558,0.12755555555555556,0.12311111111111112,0.12177777777777778,0.124,0.11866666666666667,0.128,0.12488888888888888,0.132,60.92551956824792,0.027078008696999077,20.0,1.0,1e+24,1e+25,0.1,300,0.5
load_scale,1.0,Random,2,15,1.0,1.0,1.0,1.0,0.9333333333333333,0.6,0.6,0.5955555555555556,10904443.312531604,215942109548953.3,0.5071111111111115,0.11822222222222223,0.12088888888888889,0.12755555555555556,0.12622222222222224,0.12444444444444444,0.14533333333333334,0.12177777777777778,0.11555555555555555,56.00375593279147,0.024890558192351763,20.0,1.0,1e+24,1e+25,0.1,300,0.5
load_scale,1.5,Full,1,15,1.5,1.0,1.0,1.0,0.7333333333333333,0.4666666666666667,0.4,0.5871111111111111,8484447.519129368,167391190552260.44,0.18533333333333304,0.7297777777777777,0.028888888888888888,0.02666666666666667,0.029333333333333333,0.04044444444444444,0.04755555555555555,0.05466666666666667,0.042666666666666665,19.717429363533046,0.00876330193934802,20.0,1.0,1e+24,1e+25,0.1,300,0.5
load_scale,1.5,Full,2,15,1.5,1.0,1.0,1.0,0.8,0.6,0.5333333333333333,0.6342222222222221,9963018.788212094,214939655480130.22,0.21244444444444407,0.7075555555555556,0.028888888888888888,0.029333333333333333,0.021777777777777778,0.049777777777777775,0.07022222222222223,0.04088888888888889,0.051555555555555556,19.70223484493892,0.008756548819972855,20.0,1.0,1e+24,1e+25,0.1,300,0.5
load_scale,1.5,-VQ,1,15,1.5,1.0,1.0,1.0,0.7333333333333333,0.4,0.26666666666666666,0.5871111111111111,5579777.24170584,74911632948423.2,0.13822222222222205,0.7546666666666667,0.03688888888888889,0.037333333333333336,0.03288888888888889,0.028888888888888888,0.03111111111111111,0.048,0.030222222222222223,13.710638522728727,0.006093617121212768,20.0,1.0,1e+24,1e+25,0.1,300,0.5
load_scale,1.5,-VQ,2,15,1.5,1.0,1.0,1.0,0.8,0.5333333333333333,0.4,0.6342222222222221,6786803.926174924,106502353664132.33,0.15288888888888869,0.7435555555555555,0.03955555555555555,0.03244444444444444,0.03155555555555556,0.036444444444444446,0.051555555555555556,0.03111111111111111,0.033777777777777775,13.43432972220509,0.005970813209868929,20.0,1.0,1e+24,1e+25,0.1,300,0.5
load_scale,1.5,-GPD,1,15,1.5,1.0,1.0,1.0,0.7333333333333333,0.4666666666666667,0.4,0.5871111111111111,8484447.519129368,167391190552260.44,0.18533333333333304,0.7297777777777777,0.028888888888888888,0.02666666666666667,0.029333333333333333,0.04044444444444444,0.04755555555555555,0.05466666666666667,0.042666666666666665,19.717429363533046,0.00876330193934802,20.0,1.0,1e+24,1e+25,0.1,300,0.5
load_scale,1.5,-GPD,2,15,1.5,1.0,1.0,1.0,0.8,0.6,0.5333333333333333,0.6342222222222221,9963018.788212094,214939655480130.22,0.21244444444444407,0.7075555555555556,0.028888888888888888,0.029333333333333333,0.021777777777777778,0.049777777777777775,0.07022222222222223,0.04088888888888889,0.051555555555555556,19.70223484493892,0.008756548819972855,20.0,1.0,1e+24,1e+25,0.1,300,0.5
load_scale,1.5,-Lyapunov,1,15,1.5,1.0,1.0,1.0,0.7333333333333333,0.4,0.26666666666666666,0.5871111111111111,5579777.24170584,74911632948423.2,0.13822222222222205,0.7546666666666667,0.03688888888888889,0.037333333333333336,0.03288888888888889,0.028888888888888888,0.03111111111111111,0.048,0.030222222222222223,13.710638522728727,0.006093617121212768,20.0,1.0,1e+24,1e+25,0.1,300,0.5
load_scale,1.5,-Lyapunov,2,15,1.5,1.0,1.0,1.0,0.8,0.5333333333333333,0.4,0.6342222222222221,6786803.926174924,106502353664132.33,0.15288888888888869,0.7435555555555555,0.03955555555555555,0.03244444444444444,0.03155555555555556,0.036444444444444446,0.051555555555555556,0.03111111111111111,0.033777777777777775,13.43432972220509,0.005970813209868929,20.0,1.0,1e+24,1e+25,0.1,300,0.5
load_scale,1.5,-Priority,1,15,1.5,1.0,1.0,1.0,0.7333333333333333,0.4666666666666667,0.4,0.5884444444444444,9856933.44916084,241497974690607.4,0.21111111111111078,0.704,0.028444444444444446,0.027555555555555555,0.028888888888888888,0.049777777777777775,0.04888888888888889,0.06711111111111111,0.04533333333333334,6.547012314860412,0.002909783251049072,20.0,1.0,1e+24,1e+25,0.1,300,0.5
load_scale,1.5,-Priority,2,15,1.5,1.0,1.0,1.0,0.6,0.6,0.5333333333333333,0.5866666666666666,10685280.982053343,243385458281310.56,0.19733333333333306,0.7155555555555555,0.035555555555555556,0.02666666666666667,0.024888888888888887,0.050666666666666665,0.05422222222222222,0.04488888888888889,0.04755555555555555,6.448663940412751,0.002866072862405667,20.0,1.0,1e+24,1e+25,0.1,300,0.5
load_scale,1.5,Random,1,15,1.5,1.0,1.0,1.0,1.0,1.0,1.0,0.9435555555555555,29987541.364798144,1219150156436262.2,0.5035555555555558,0.12755555555555556,0.12311111111111112,0.12177777777777778,0.124,0.11866666666666667,0.128,0.12488888888888888,0.132,91.33808997737188,0.040594706656609726,20.0,1.0,1e+24,1e+25,0.1,300,0.5
load_scale,1.5,Random,2,15,1.5,1.0,1.0,1.0,1.0,1.0,0.9333333333333333,0.9284444444444445,29301618.120820064,1221808111010698.2,0.5071111111111115,0.11822222222222223,0.12088888888888889,0.12755555555555556,0.12622222222222224,0.12444444444444444,0.14533333333333334,0.12177777777777778,0.11555555555555555,83.95428764918714,0.03731301673297206,20.0,1.0,1e+24,1e+25,0.1,300,0.5
load_scale,2.0,Full,1,15,2.0,1.0,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,0.9777777777777779,23910525.872312345,763506497519619.5,0.20399999999999968,0.7422222222222222,0.017333333333333333,0.01911111111111111,0.017333333333333333,0.06711111111111111,0.028888888888888888,0.060444444444444446,0.04755555555555555,29.36651858909697,0.013051786039598653,20.0,1.0,1e+24,1e+25,0.1,300,0.5
load_scale,2.0,Full,2,15,2.0,1.0,1.0,1.0,1.0,1.0,0.8666666666666667,0.9515555555555556,24975916.775744114,871833410424064.8,0.21777777777777751,0.7244444444444444,0.019555555555555555,0.019555555555555555,0.018666666666666668,0.057777777777777775,0.06,0.04044444444444444,0.059555555555555556,27.822967195844274,0.012365763198153011,20.0,1.0,1e+24,1e+25,0.1,300,0.5
load_scale,2.0,-VQ,1,15,2.0,1.0,1.0,1.0,1.0,0.8666666666666667,0.8,0.9777777777777779,18028510.936029837,449057014312655.44,0.13822222222222205,0.7546666666666667,0.03688888888888889,0.037333333333333336,0.03288888888888889,0.028888888888888888,0.03111111111111111,0.048,0.030222222222222223,18.270967196971625,0.008120429865320723,20.0,1.0,1e+24,1e+25,0.1,300,0.5
load_scale,2.0,-VQ,2,15,2.0,1.0,1.0,1.0,1.0,0.9333333333333333,0.7333333333333333,0.9515555555555556,19513642.6107347,548799431412250.8,0.15288888888888869,0.7435555555555555,0.03955555555555555,0.03244444444444444,0.03155555555555556,0.036444444444444446,0.051555555555555556,0.03111111111111111,0.033777777777777775,17.903109212940084,0.007956937427973371,20.0,1.0,1e+24,1e+25,0.1,300,0.5
load_scale,2.0,-GPD,1,15,2.0,1.0,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,0.9777777777777779,23910525.872312345,763506497519619.5,0.20399999999999968,0.7422222222222222,0.017333333333333333,0.01911111111111111,0.017333333333333333,0.06711111111111111,0.028888888888888888,0.060444444444444446,0.04755555555555555,29.36651858909697,0.013051786039598653,20.0,1.0,1e+24,1e+25,0.1,300,0.5
load_scale,2.0,-GPD,2,15,2.0,1.0,1.0,1.0,1.0,1.0,0.8666666666666667,0.9515555555555556,24975916.775744114,871833410424064.8,0.21777777777777751,0.7244444444444444,0.019555555555555555,0.019555555555555555,0.018666666666666668,0.057777777777777775,0.06,0.04044444444444444,0.059555555555555556,27.822967195844274,0.012365763198153011,20.0,1.0,1e+24,1e+25,0.1,300,0.5
load_scale,2.0,-Lyapunov,1,15,2.0,1.0,1.0,1.0,1.0,0.8666666666666667,0.8,0.9777777777777779,18028510.936029837,449057014312655.44,0.13822222222222205,0.7546666666666667,0.03688888888888889,0.037333333333333336,0.03288888888888889,0.028888888888888888,0.03111111111111111,0.048,0.030222222222222223,18.270967196971625,0.008120429865320723,20.0,1.0,1e+24,1e+25,0.1,300,0.5
load_scale,2.0,-Lyapunov,2,15,2.0,1.0,1.0,1.0,1.0,0.9333333333333333,0.7333333333333333,0.9515555555555556,19513642.6107347,548799431412250.8,0.15288888888888869,0.7435555555555555,0.03955555555555555,0.03244444444444444,0.03155555555555556,0.036444444444444446,0.051555555555555556,0.03111111111111111,0.033777777777777775,17.903109212940084,0.007956937427973371,20.0,1.0,1e+24,1e+25,0.1,300,0.5
load_scale,2.0,-Priority,1,15,2.0,1.0,1.0,1.0,1.0,1.0,0.9333333333333333,0.9706666666666667,23774391.692475818,740332930423532.6,0.2008888888888886,0.7435555555555555,0.02,0.01911111111111111,0.016444444444444446,0.056,0.024444444444444446,0.06177777777777778,0.058666666666666666,7.339611218936498,0.0032620494306384437,20.0,1.0,1e+24,1e+25,0.1,300,0.5
load_scale,2.0,-Priority,2,15,2.0,1.0,1.0,1.0,0.8666666666666667,0.8,0.8,0.8386666666666667,24296344.171490178,882670829543468.4,0.19466666666666638,0.7373333333333333,0.02711111111111111,0.020888888888888887,0.02,0.042222222222222223,0.05555555555555555,0.04,0.05688888888888889,7.74508874804913,0.003442261665799613,20.0,1.0,1e+24,1e+25,0.1,300,0.5
load_scale,2.0,Random,1,15,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51805967.18410105,3330426421351711.5,0.5035555555555558,0.12755555555555556,0.12311111111111112,0.12177777777777778,0.124,0.11866666666666667,0.128,0.12488888888888888,0.132,121.75066038649577,0.05411140461622034,20.0,1.0,1e+24,1e+25,0.1,300,0.5
load_scale,2.0,Random,2,15,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9933333333333334,50954451.99238477,3321985508311912.0,0.5071111111111115,0.11822222222222223,0.12088888888888889,0.12755555555555556,0.12622222222222224,0.12444444444444444,0.14533333333333334,0.12177777777777778,0.11555555555555555,111.9048193655828,0.04973547527359235,20.0,1.0,1e+24,1e+25,0.1,300,0.5
f_scale,0.4,Full,1,15,1.0,1.0,0.4,1.0,0.26666666666666666,0.0,0.0,0.05422222222222222,365169.3442409908,1155620430851.8591,0.14222222222222206,0.7511111111111111,0.037333333333333336,0.03688888888888889,0.03244444444444444,0.03111111111111111,0.03288888888888889,0.04933333333333333,0.028888888888888888,5.635451504040163,0.0025046451129067393,20.0,1.0,1e+24,1e+25,0.1,300,0.5
f_scale,0.4,Full,2,15,1.0,1.0,0.4,1.0,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.061777777777777786,693879.6271783953,7922126644064.271,0.15866666666666646,0.7386666666666667,0.03822222222222222,0.03244444444444444,0.032,0.03777777777777778,0.05733333333333333,0.029777777777777778,0.033777777777777775,5.527429854232751,0.0024566354907701116,20.0,1.0,1e+24,1e+25,0.1,300,0.5
f_scale,0.4,-VQ,1,15,1.0,1.0,0.4,1.0,0.26666666666666666,0.0,0.0,0.05422222222222222,296579.88206192583,639880528333.4491,0.1386666666666665,0.7542222222222222,0.037333333333333336,0.037333333333333336,0.03244444444444444,0.030222222222222223,0.030666666666666665,0.04888888888888889,0.028888888888888888,5.564793158641448,0.002473241403840644,20.0,1.0,1e+24,1e+25,0.1,300,0.5
f_scale,0.4,-VQ,2,15,1.0,1.0,0.4,1.0,0.13333333333333333,0.06666666666666667,0.0,0.061777777777777786,485144.965425763,3435306372033.298,0.15288888888888869,0.7435555555555555,0.03955555555555555,0.03244444444444444,0.03155555555555556,0.036444444444444446,0.051555555555555556,0.03111111111111111,0.033777777777777775,5.448051426534194,0.002421356189570753,20.0,1.0,1e+24,1e+25,0.1,300,0.5
f_scale,0.4,-GPD,1,15,1.0,1.0,0.4,1.0,0.26666666666666666,0.0,0.0,0.05422222222222222,365169.3442409908,1155620430851.8591,0.14222222222222206,0.7511111111111111,0.037333333333333336,0.03688888888888889,0.03244444444444444,0.03111111111111111,0.03288888888888889,0.04933333333333333,0.028888888888888888,5.635451504040163,0.0025046451129067393,20.0,1.0,1e+24,1e+25,0.1,300,0.5
f_scale,0.4,-GPD,2,15,1.0,1.0,0.4,1.0,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.061777777777777786,693879.6271783953,7922126644064.271,0.15866666666666646,0.7386666666666667,0.03822222222222222,0.03244444444444444,0.032,0.03777777777777778,0.05733333333333333,0.029777777777777778,0.033777777777777775,5.527429854232751,0.0024566354907701116,20.0,1.0,1e+24,1e+25,0.1,300,0.5
f_scale,0.4,-Lyapunov,1,15,1.0,1.0,0.4,1.0,0.26666666666666666,0.0,0.0,0.05422222222222222,296579.88206192583,639880528333.4491,0.1386666666666665,0.7542222222222222,0.037333333333333336,0.037333333333333336,0.03244444444444444,0.030222222222222223,0.030666666666666665,0.04888888888888889,0.028888888888888888,5.564793158641448,0.002473241403840644,20.0,1.0,1e+24,1e+25,0.1,300,0.5
f_scale,0.4,-Lyapunov,2,15,1.0,1.0,0.4,1.0,0.13333333333333333,0.06666666666666667,0.0,0.061777777777777786,485144.965425763,3435306372033.298,0.15288888888888869,0.7435555555555555,0.03955555555555555,0.03244444444444444,0.03155555555555556,0.036444444444444446,0.051555555555555556,0.03111111111111111,0.033777777777777775,5.448051426534194,0.002421356189570753,20.0,1.0,1e+24,1e+25,0.1,300,0.5
f_scale,0.4,-Priority,1,15,1.0,1.0,0.4,1.0,0.26666666666666666,0.0,0.0,0.05466666666666667,645277.3035907348,3439528949450.8223,0.1479999999999998,0.7457777777777778,0.03688888888888889,0.037333333333333336,0.032,0.034666666666666665,0.033777777777777775,0.050666666666666665,0.028888888888888888,1.0051394191402039,0.0004467286307289795,20.0,1.0,1e+24,1e+25,0.1,300,0.5
