scenario,value,ablation,seed,user_num,load_scale,bw_scale,f_scale,tmax_scale,p_c6_viol,p_c7_viol,p_c8_viol,mean_overflow_prob,mean_m1_excess_cond,mean_m2_excess_cond,mean_offload_ratio,total_energy,avg_energy_per_slot_user,lyap_constraint_weight,lyap_energy_weight,lyap_constraint_scale,lyap_energy_scale,wolf_epsilon,episodes,warmup_ratio
user_num,5,-Lyapunov,1,5,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.04933333333333333,317485.17619699857,684626633155.319,0.13866666666666655,15.338040613709726,0.020450720818279634,20.0,1.0,1e+24,1e+25,0.1,300,0.5
user_num,5,-Priority,1,5,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.058666666666666666,358349.23728814017,961904604571.1559,0.1453333333333332,6.506604877736741,0.008675473170315655,20.0,1.0,1e+24,1e+25,0.1,300,0.5
user_num,5,Random,1,5,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6773333333333333,10112826.09128761,181846835637559.75,0.4879999999999998,44.64135683382536,0.05952180911176715,20.0,1.0,1e+24,1e+25,0.1,300,0.5
user_num,10,Full,1,10,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.098,642492.6252643904,3424097918697.8,0.14533333333333348,8.970571309127829,0.005980380872751886,20.0,1.0,1e+24,1e+25,0.1,300,0.5
user_num,10,-VQ,1,10,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.098,531898.7843761519,2278336149125.153,0.14066666666666683,8.551133538441347,0.0057007556922942315,20.0,1.0,1e+24,1e+25,0.1,300,0.5
user_num,10,-GPD,1,10,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.098,642492.6252643904,3424097918697.8,0.14533333333333348,8.970571309127829,0.005980380872751886,20.0,1.0,1e+24,1e+25,0.1,300,0.5
user_num,10,-Lyapunov,1,10,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.098,531898.7843761519,2278336149125.153,0.14066666666666683,8.551133538441347,0.0057007556922942315,20.0,1.0,1e+24,1e+25,0.1,300,0.5
user_num,10,-Priority,1,10,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.09933333333333334,820616.7116091468,4477013390767.775,0.1533333333333335,3.796149602569879,0.0025307664017132528,20.0,1.0,1e+24,1e+25,0.1,300,0.5
user_num,10,Random,1,10,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6186666666666667,10795685.107384944,204083164861579.03,0.5080000000000002,44.30722642852627,0.029538150952350847,20.0,1.0,1e+24,1e+25,0.1,300,0.5
user_num,15,Full,1,15,1.0,1.0,1.0,1.0,0.26666666666666666,0.0,0.0,0.05422222222222222,321817.6215547234,896735242278.6194,0.14088888888888873,9.395095344055129,0.004175597930691169,20.0,1.0,1e+24,1e+25,0.1,300,0.5
