scenario,value,policy,n_seed,p_c6_viol_mean,p_c6_viol_std,p_c6_exceed_ratio_mean,p_c6_exceed_ratio_std,p_c7_viol_mean,p_c7_viol_std,p_c8_viol_mean,p_c8_viol_std
user_num,30.0,No-EVT,3,0.5675185185185184,0.005888597710015324,0.5888888888888889,0.01571348402636772,0.4666666666666667,0.05443310539518172,0.28888888888888886,0.05665577237325315
user_num,30.0,Non-MEC,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_num,30.0,Random,3,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0
user_num,30.0,Stand-alone MEC,3,0.7760555555555555,0.00015713484026371225,0.8,0.0,0.8,0.0,0.6,0.0
user_num,35.0,C6-Only,3,0.5957936507936508,0.004697071880752999,0.6,0.0,0.5523809523809524,0.04856209060564556,0.3523809523809524,0.01346870059402948
user_num,35.0,Full,3,0.5955714285714285,0.004595340898595102,0.6,0.0,0.5619047619047619,0.01346870059402948,0.4380952380952381,0.03563483225498991
user_num,35.0,IQL,3,0.48303174603174603,0.04828528119359534,0.5714285714285714,0.0,0.38095238095238093,0.08192690730516787,0.20952380952380953,0.05870870479018073
user_num,35.0,Lyapunov-Greedy,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_num,35.0,No-EVT,3,0.5957936507936508,0.004697071880752999,0.6,0.0,0.5523809523809524,0.04856209060564556,0.3523809523809524,0.01346870059402948
user_num,35.0,Non-MEC,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_num,35.0,Random,3,0.931936507936508,0.0004892392065848472,1.0,0.0,0.8,0.0,0.8,0.0
user_num,35.0,Stand-alone MEC,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
user_num,40.0,C6-Only,3,0.6,0.0,0.6,0.0,0.6,0.0,0.5166666666666666,0.04249182927993986
user_num,40.0,Full,3,0.5972638888888889,0.0038694454414930184,0.6,0.0,0.5916666666666667,0.011785113019775802,0.55,0.035355339059327355
user_num,40.0,IQL,3,0.5795,0.008658315955495316,0.6,0.0,0.5083333333333333,0.011785113019775802,0.4083333333333333,0.011785113019775776
user_num,40.0,Lyapunov-Greedy,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_num,40.0,No-EVT,3,0.6,0.0,0.6,0.0,0.5916666666666667,0.011785113019775802,0.525,0.02041241452319317
user_num,40.0,Non-MEC,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_num,40.0,Random,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
user_num,40.0,Stand-alone MEC,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
